STATE_CODE,STATE_NAME,DISTRICT_CODE,DISTRICT_NAME,BLOCK_CODE,BLOCK_NAME,LATITUDE,LONGITUDE,ELEVATION_M,SLOPE_DEG,LANDCOVER_CLASS,LANDCOVER_NAME
1,Jammu And Kashmir,2,Budgam,6920,Surasyar,34.0048,74.7745,2654.6,17.61,4,Deciduous Broadleaf Forest
1,Jammu And Kashmir,2,Budgam,6921,Soibugh,33.9426,74.7373,2628.4,17.44,4,Deciduous Broadleaf Forest
1,Jammu And Kashmir,2,Budgam,6922,Rathsun,33.9262,74.6214,2608.7,17.39,4,Deciduous Broadleaf Forest
1,Jammu And Kashmir,2,Budgam,6923,S K Pora,33.9893,74.7084,2641.3,17.57,4,Deciduous Broadleaf Forest
1,Jammu And Kashmir,3,Baramulla,22,Baramulla,34.1929,74.4345,2679.7,18.14,4,Deciduous Broadleaf Forest
1,Jammu And Kashmir,3,Baramulla,23,Boniyar,34.2599,74.5235,2713.8,18.33,4,Deciduous Broadleaf Forest
1,Jammu And Kashmir,3,Baramulla,26,Kunzer,34.2912,74.3548,2704.5,18.42,4,Deciduous Broadleaf Forest
1,Jammu And Kashmir,3,Baramulla,27,Pattan,34.1929,74.2494,2657.4,18.14,4,Deciduous Broadleaf Forest
1,Jammu And Kashmir,3,Baramulla,28,Rafiabad,34.1584,74.2,2639.4,18.04,4,Deciduous Broadleaf Forest
1,Jammu And Kashmir,3,Baramulla,29,Rohama,34.1677,74.3113,2656.1,18.07,4,Deciduous Broadleaf Forest
1,Jammu And Kashmir,3,Baramulla,30,Singhpora,34.1423,74.346,2651.3,18.0,4,Deciduous Broadleaf Forest
1,Jammu And Kashmir,3,Baramulla,31,Sopore,34.0945,74.3548,2635.7,17.86,4,Deciduous Broadleaf Forest
1,Jammu And Kashmir,3,Baramulla,33,Tangmarag,34.0498,74.3902,2624.3,17.74,4,Deciduous Broadleaf Forest
1,Jammu And Kashmir,3,Baramulla,34,Uri,34.1113,74.4373,2651.4,17.91,4,Deciduous Broadleaf Forest
1,Jammu And Kashmir,3,Baramulla,35,Wagoora,34.0973,74.4996,2654.0,17.87,4,Deciduous Broadleaf Forest
1,Jammu And Kashmir,3,Baramulla,36,Zaingeer,34.1692,74.4855,2677.5,18.07,4,Deciduous Broadleaf Forest
1,Jammu And Kashmir,3,Baramulla,7006,Bijhama,34.2166,74.4855,2694.1,18.21,4,Deciduous Broadleaf Forest
1,Jammu And Kashmir,3,Baramulla,7007,Chandil Wangam,34.2287,74.4181,2690.2,18.24,4,Deciduous Broadleaf Forest
1,Jammu And Kashmir,3,Baramulla,7008,Hardaboora,34.2744,74.4373,2708.5,18.37,4,Deciduous Broadleaf Forest
1,Jammu And Kashmir,3,Baramulla,7009,Kandi Rafiabad,34.3276,74.431,2726.4,18.52,4,Deciduous Broadleaf Forest
1,Jammu And Kashmir,3,Baramulla,7010,Khaipora,34.2465,74.3771,2691.5,18.29,4,Deciduous Broadleaf Forest
1,Jammu And Kashmir,3,Baramulla,7011,Lalpora,34.3276,74.3074,2711.5,18.52,4,Deciduous Broadleaf Forest
1,Jammu And Kashmir,3,Baramulla,7012,Nadihal,34.2374,74.3321,2682.9,18.26,4,Deciduous Broadleaf Forest
1,Jammu And Kashmir,3,Baramulla,7013,Narwah,34.2586,74.2795,2684.1,18.32,4,Deciduous Broadleaf Forest
1,Jammu And Kashmir,3,Baramulla,7014,Noorkah,34.2599,74.2149,2676.8,18.33,4,Deciduous Broadleaf Forest
1,Jammu And Kashmir,3,Baramulla,7015,Paranpeela,34.2058,74.3057,2668.7,18.18,4,Deciduous Broadleaf Forest
1,Jammu And Kashmir,3,Baramulla,7016,Sangrama,34.1272,74.2795,2638.1,17.96,4,Deciduous Broadleaf Forest
1,Jammu And Kashmir,3,Baramulla,7017,Sherabad Khore,34.0742,74.2702,2618.4,17.81,4,Deciduous Broadleaf Forest
1,Jammu And Kashmir,3,Baramulla,7018,Tujjar Sharief,34.1423,74.3924,2656.9,18.0,4,Deciduous Broadleaf Forest
1,Jammu And Kashmir,3,Baramulla,7019,Wailoo,34.1677,74.4271,2669.9,18.07,4,Deciduous Broadleaf Forest
1,Jammu And Kashmir,4,Doda,37,Assar,33.1446,75.6093,2453.7,15.2,4,Deciduous Broadleaf Forest
1,Jammu And Kashmir,4,Doda,39,Bhaderwah,33.1803,75.6551,2471.7,15.3,4,Deciduous Broadleaf Forest
1,Jammu And Kashmir,4,Doda,40,Bhagwah,33.2417,75.6719,2495.2,15.48,4,Deciduous Broadleaf Forest
1,Jammu And Kashmir,4,Doda,41,Bhalessa(Gandoh),33.1929,75.5735,2466.3,15.34,4,Deciduous Broadleaf Forest
1,Jammu And Kashmir,4,Doda,43,Doda,33.1346,75.4813,2434.9,15.18,4,Deciduous Broadleaf Forest
1,Jammu And Kashmir,4,Doda,45,Gundana,33.0924,75.4441,2415.6,15.06,4,Deciduous Broadleaf Forest
1,Jammu And Kashmir,4,Doda,48,Marmat,33.1081,75.5924,2438.9,15.1,4,Deciduous Broadleaf Forest
1,Jammu And Kashmir,4,Doda,54,Thathri,33.1088,75.6551,2446.7,15.1,4,Deciduous Broadleaf Forest
1,Jammu And Kashmir,4,Doda,6983,Kastigarh,33.0459,75.5556,2412.7,14.93,4,Deciduous Broadleaf Forest
1,Jammu And Kashmir,4,Doda,6984,Khellani,33.0155,75.6215,2410.0,14.84,4,Deciduous Broadleaf Forest
1,Jammu And Kashmir,4,Doda,6985,Chiralla,33.1967,75.4441,2452.1,15.35,4,Deciduous Broadleaf Forest
1,Jammu And Kashmir,4,Doda,6986,Kahara,33.0926,75.5271,2425.7,15.06,4,Deciduous Broadleaf Forest
1,Jammu And Kashmir,4,Doda,6987,Bhalla,33.2432,75.5556,2481.8,15.48,4,Deciduous Broadleaf Forest
1,Jammu And Kashmir,4,Doda,6988,Dali Udhyanpur,33.171,75.3755,2434.9,15.28,4,Deciduous Broadleaf Forest
1,Jammu And Kashmir,4,Doda,6989,Changa,33.2832,75.4976,2488.8,15.59,4,Deciduous Broadleaf Forest
1,Jammu And Kashmir,4,Doda,6990,Jakyas,33.0295,75.441,2393.2,14.88,4,Deciduous Broadleaf Forest
1,Jammu And Kashmir,4,Doda,6991,Chilli Pingal,33.1877,75.5058,2456.4,15.33,4,Deciduous Broadleaf Forest
1,Jammu And Kashmir,5,Jammu,56,Akhnoor,32.7027,74.9427,2219.1,13.97,4,Deciduous Broadleaf Forest
1,Jammu And Kashmir,5,Jammu,57,Bhalwal,32.7874,75.017,2257.6,14.2,4,Deciduous Broadleaf Forest
1,Jammu And Kashmir,5,Jammu,58,Bishnah,32.7969,74.9148,2248.7,14.23,4,Deciduous Broadleaf Forest
1,Jammu And Kashmir,5,Jammu,59,Dansal,32.7541,74.8586,2227.0,14.11,4,Deciduous Broadleaf Forest
1,Jammu And Kashmir,5,Jammu,60,Khour,32.7874,74.7398,2224.4,14.2,4,Deciduous Broadleaf Forest
1,Jammu And Kashmir,5,Jammu,61,Marh,32.6581,74.7155,2176.2,13.84,4,Deciduous Broadleaf Forest
1,Jammu And Kashmir,5,Jammu,63,R.S.Pura,32.6084,74.9148,2182.7,13.7,4,Deciduous Broadleaf Forest
1,Jammu And Kashmir,5,Jammu,65,Satwari,32.6709,74.9304,2206.5,13.88,4,Deciduous Broadleaf Forest
1,Jammu And Kashmir,5,Jammu,6862,Arnia,32.7333,74.9904,2235.5,14.05,4,Deciduous Broadleaf Forest
1,Jammu And Kashmir,5,Jammu,6863,Bhalwal Brahmana,32.7464,74.9162,2231.2,14.09,4,Deciduous Broadleaf Forest
1,Jammu And Kashmir,5,Jammu,6864,Maira Mandrian,32.7194,74.8173,2209.9,14.01,4,Deciduous Broadleaf Forest
1,Jammu And Kashmir,5,Jammu,6865,Chowki Choura,32.8468,74.8784,2261.8,14.37,4,Deciduous Broadleaf Forest
1,Jammu And Kashmir,5,Jammu,6866,Samwan,32.5861,74.9791,2182.6,13.64,4,Deciduous Broadleaf Forest
1,Jammu And Kashmir,5,Jammu,6867,Nagrota,32.5656,74.8255,2157.0,13.58,4,Deciduous Broadleaf Forest
1,Jammu And Kashmir,5,Jammu,6868,Mandal Phallain,32.7027,74.7607,2197.2,13.97,4,Deciduous Broadleaf Forest
1,Jammu And Kashmir,5,Jammu,6979,Kharah Balli,32.7828,74.8092,2231.1,14.19,4,Deciduous Broadleaf Forest
1,Jammu And Kashmir,5,Jammu,6980,Pragwal,32.6486,74.8784,2192.4,13.82,4,Deciduous Broadleaf Forest
1,Jammu And Kashmir,5,Jammu,6981,Mathwar,32.6709,74.8265,2194.0,13.88,4,Deciduous Broadleaf Forest
1,Jammu And Kashmir,5,Jammu,6982,Suchetgarh,32.672,74.9904,2214.0,13.88,4,Deciduous Broadleaf Forest
1,Jammu And Kashmir,5,Jammu,7037,Miran Sahib,32.6225,74.8092,2175.0,13.74,4,Deciduous Broadleaf Forest
1,Jammu And Kashmir,7,Kathua,74,Bani,32.4181,75.6286,2201.8,13.17,4,Deciduous Broadleaf Forest
1,Jammu And Kashmir,7,Kathua,75,Barnoti,32.4744,75.6523,2224.3,13.33,4,Deciduous Broadleaf Forest
1,Jammu And Kashmir,7,Kathua,76,Basohli,32.4311,75.5526,2197.2,13.21,4,Deciduous Broadleaf Forest
1,Jammu And Kashmir,7,Kathua,77,Billawar,32.5295,75.5035,2225.7,13.48,4,Deciduous Broadleaf Forest
1,Jammu And Kashmir,7,Kathua,78,Duggan,32.3948,75.4544,2172.7,13.11,4,Deciduous Broadleaf Forest
1,Jammu And Kashmir,7,Kathua,80,Hiranagar,32.3696,75.4018,2157.6,13.03,4,Deciduous Broadleaf Forest
1,Jammu And Kashmir,7,Kathua,81,Kathua,32.3173,75.3674,2135.1,12.89,4,Deciduous Broadleaf Forest
1,Jammu And Kashmir,7,Kathua,82,Lohai-Malhar,32.2951,75.4704,2139.7,12.83,4,Deciduous Broadleaf Forest
1,Jammu And Kashmir,7,Kathua,6968,Duggain,32.4545,75.3674,2183.2,13.27,4,Deciduous Broadleaf Forest
1,Jammu And Kashmir,7,Kathua,6969,Baggan,32.3859,75.5816,2184.9,13.08,4,Deciduous Broadleaf Forest
1,Jammu And Kashmir,7,Kathua,6970,Bhoond,32.482,75.5464,2214.3,13.35,4,Deciduous Broadleaf Forest
1,Jammu And Kashmir,7,Kathua,6971,Mahanpur,32.2422,75.5035,2125.2,12.68,4,Deciduous Broadleaf Forest
1,Jammu And Kashmir,7,Kathua,6972,Dhar Mahanpur,32.4354,75.4918,2191.4,13.22,4,Deciduous Broadleaf Forest
1,Jammu And Kashmir,7,Kathua,6973,Mandli,32.3335,75.5333,2160.7,12.93,4,Deciduous Broadleaf Forest
1,Jammu And Kashmir,7,Kathua,6974,Nagrota Gujroo,32.3683,75.5781,2178.3,13.03,4,Deciduous Broadleaf Forest
1,Jammu And Kashmir,7,Kathua,6975,Keerian Gangyal,32.3461,75.4742,2158.0,12.97,4,Deciduous Broadleaf Forest
1,Jammu And Kashmir,7,Kathua,6976,Nagri,32.2974,75.6523,2162.4,12.83,4,Deciduous Broadleaf Forest
1,Jammu And Kashmir,7,Kathua,6977,Dinga Amb,32.4588,75.4381,2193.2,13.28,4,Deciduous Broadleaf Forest
1,Jammu And Kashmir,7,Kathua,6978,Marheen,32.3029,75.5817,2155.8,12.85,4,Deciduous Broadleaf Forest
1,Jammu And Kashmir,8,Kupwara,83,Kalarooch,34.5651,74.3038,2794.2,19.18,4,Deciduous Broadleaf Forest
1,Jammu And Kashmir,8,Kupwara,84,Kralpora,34.6661,74.3027,2829.5,19.47,4,Deciduous Broadleaf Forest
1,Jammu And Kashmir,8,Kupwara,85,Kupwara,34.5809,74.2574,2794.2,19.23,4,Deciduous Broadleaf Forest
1,Jammu And Kashmir,8,Kupwara,86,Langate,34.6226,74.2263,2805.1,19.34,4,Deciduous Broadleaf Forest
1,Jammu And Kashmir,8,Kupwara,87,Rajwar,34.4886,74.211,2756.3,18.97,4,Deciduous Broadleaf Forest
1,Jammu And Kashmir,8,Kupwara,88,Ramhal,34.441,74.1973,2738.0,18.83,4,Deciduous Broadleaf Forest
1,Jammu And Kashmir,8,Kupwara,89,Sogam,34.4728,74.2574,2756.4,18.92,4,Deciduous Broadleaf Forest
1,Jammu And Kashmir,8,Kupwara,90,Tangdar,34.4311,74.2886,2745.5,18.81,4,Deciduous Broadleaf Forest
1,Jammu And Kashmir,8,Kupwara,91,Teetwal,34.4886,74.3038,2767.5,18.97,4,Deciduous Broadleaf Forest
1,Jammu And Kashmir,8,Kupwara,92,Trehgam,34.4773,74.3616,2770.4,18.94,4,Deciduous Broadleaf Forest
1,Jammu And Kashmir,8,Kupwara,93,Wavoora,34.4896,74.4264,2782.5,18.97,4,Deciduous Broadleaf Forest
1,Jammu And Kashmir,8,Kupwara,6992,Keran,34.6127,74.3176,2812.6,19.32,4,Deciduous Broadleaf Forest
1,Jammu And Kashmir,8,Kupwara,6993,Meliyal,34.5642,74.0884,2768.1,19.18,4,Deciduous Broadleaf Forest
1,Jammu And Kashmir,8,Kupwara,6994,Reddi Chowkibal,34.3876,74.2121,2721.1,18.69,4,Deciduous Broadleaf Forest
1,Jammu And Kashmir,8,Kupwara,6995,Qadirabad,34.5012,74.1412,2752.4,19.0,4,Deciduous Broadleaf Forest
1,Jammu And Kashmir,8,Kupwara,6996,Drugmulla,34.5269,74.323,2783.2,19.08,4,Deciduous Broadleaf Forest
1,Jammu And Kashmir,8,Kupwara,6997,Nutnoosa,34.5269,74.1918,2767.4,19.08,4,Deciduous Broadleaf Forest
1,Jammu And Kashmir,8,Kupwara,6998,Hayhama,34.5989,74.4089,2818.7,19.28,4,Deciduous Broadleaf Forest
1,Jammu And Kashmir,8,Kupwara,6999,Machil,34.6517,74.1699,2808.5,19.42,4,Deciduous Broadleaf Forest
1,Jammu And Kashmir,8,Kupwara,7000,Tarathpora,34.402,74.3449,2742.1,18.73,4,Deciduous Broadleaf Forest
1,Jammu And Kashmir,8,Kupwara,7001,Magam,34.5651,74.211,2783.1,19.18,4,Deciduous Broadleaf Forest
1,Jammu And Kashmir,8,Kupwara,7002,Handwara,34.5525,74.3736,2798.2,19.15,4,Deciduous Broadleaf Forest
1,Jammu And Kashmir,8,Kupwara,7003,Mawar Kalamabad,34.5764,74.1532,2780.1,19.21,4,Deciduous Broadleaf Forest
1,Jammu And Kashmir,8,Kupwara,7004,Qaziabad Supernagama,34.4548,74.1059,2731.9,18.87,4,Deciduous Broadleaf Forest
1,Jammu And Kashmir,10,Poonch,100,Balakote,33.7697,74.1623,2498.9,16.96,4,Deciduous Broadleaf Forest
1,Jammu And Kashmir,10,Poonch,101,Bufliaz,33.8233,74.1976,2521.9,17.11,4,Deciduous Broadleaf Forest
1,Jammu And Kashmir,10,Poonch,102,Mandi,33.8446,74.0192,2507.9,17.16,4,Deciduous Broadleaf Forest
1,Jammu And Kashmir,10,Poonch,103,Mendhar,33.7545,74.0349,2478.3,16.91,4,Deciduous Broadleaf Forest
1,Jammu And Kashmir,10,Poonch,104,Poonch,33.627,74.0726,2438.2,16.56,4,Deciduous Broadleaf Forest
1,Jammu And Kashmir,10,Poonch,105,Surankote,33.7161,74.1976,2484.3,16.81,4,Deciduous Broadleaf Forest
1,Jammu And Kashmir,10,Poonch,6963,Nangali Sahib Sain Baba,33.6948,74.0192,2455.5,16.75,4,Deciduous Broadleaf Forest
1,Jammu And Kashmir,10,Poonch,6964,Sathra,33.7205,74.1243,2477.1,16.82,4,Deciduous Broadleaf Forest
1,Jammu And Kashmir,10,Poonch,6965,Loran,33.8232,74.088,2508.7,17.1,4,Deciduous Broadleaf Forest
1,Jammu And Kashmir,10,Poonch,6966,Mankote,33.8103,73.9309,2485.3,17.07,4,Deciduous Broadleaf Forest
1,Jammu And Kashmir,10,Poonch,6967,Lassana,33.9008,74.1693,2545.6,17.32,4,Deciduous Broadleaf Forest
1,Jammu And Kashmir,11,Pulwama,106,Kakapora,33.9484,74.8212,2640.5,17.46,4,Deciduous Broadleaf Forest
1,Jammu And Kashmir,11,Pulwama,108,Pampore,33.7986,74.8212,2588.1,17.04,4,Deciduous Broadleaf Forest
1,Jammu And Kashmir,11,Pulwama,109,Pulwama,33.7308,74.8747,2570.7,16.85,4,Deciduous Broadleaf Forest
1,Jammu And Kashmir,11,Pulwama,111,Tral,33.8199,74.9998,2616.9,17.1,4,Deciduous Broadleaf Forest
1,Jammu And Kashmir,11,Pulwama,6895,Awantipora,33.9271,74.9998,2654.5,17.4,4,Deciduous Broadleaf Forest
1,Jammu And Kashmir,11,Pulwama,6896,Newa,33.8583,74.8369,2610.8,17.2,4,Deciduous Broadleaf Forest
1,Jammu And Kashmir,11,Pulwama,6897,Litter,33.9141,74.7328,2617.9,17.36,4,Deciduous Broadleaf Forest
1,Jammu And Kashmir,11,Pulwama,6898,Aripal,33.8735,74.9645,2631.5,17.25,4,Deciduous Broadleaf Forest
1,Jammu And Kashmir,11,Pulwama,6899,Dadsara,34.0046,74.9715,2678.2,17.61,4,Deciduous Broadleaf Forest
1,Jammu And Kashmir,11,Pulwama,6900,Shadimarg,33.8243,74.9264,2609.7,17.11,4,Deciduous Broadleaf Forest
1,Jammu And Kashmir,11,Pulwama,7088,Ichegoza,33.927,74.8901,2641.3,17.4,4,Deciduous Broadleaf Forest
1,Jammu And Kashmir,12,Rajouri,112,Budhal,33.2439,74.4566,2350.2,15.48,4,Deciduous Broadleaf Forest
1,Jammu And Kashmir,12,Rajouri,113,Darhal,33.3325,74.528,2389.7,15.73,4,Deciduous Broadleaf Forest
1,Jammu And Kashmir,12,Rajouri,114,Kalakote,33.3876,74.3777,2391.0,15.89,4,Deciduous Broadleaf Forest
1,Jammu And Kashmir,12,Rajouri,115,Manjakote,33.3125,74.2404,2348.2,15.68,4,Deciduous Broadleaf Forest
1,Jammu And Kashmir,12,Rajouri,116,Nowshera,33.2276,74.2751,2322.7,15.44,4,Deciduous Broadleaf Forest
1,Jammu And Kashmir,12,Rajouri,117,Rajouri,33.1003,74.3777,2290.4,15.08,4,Deciduous Broadleaf Forest
1,Jammu And Kashmir,12,Rajouri,118,Sunderbani,33.1554,74.528,2327.8,15.24,4,Deciduous Broadleaf Forest
1,Jammu And Kashmir,12,Rajouri,6539,Thana Mandi,33.2264,74.4531,2343.6,15.43,4,Deciduous Broadleaf Forest
1,Jammu And Kashmir,12,Rajouri,6701,Doongi,33.34,74.421,2379.5,15.75,4,Deciduous Broadleaf Forest
1,Jammu And Kashmir,12,Rajouri,6953,Budhal New,33.2761,74.504,2367.1,15.57,4,Deciduous Broadleaf Forest
1,Jammu And Kashmir,12,Rajouri,6954,Khawas,33.2934,74.366,2356.6,15.62,4,Deciduous Broadleaf Forest
1,Jammu And Kashmir,12,Rajouri,6955,Panjgrian,33.1753,74.2404,2300.2,15.29,4,Deciduous Broadleaf Forest
1,Jammu And Kashmir,12,Rajouri,6956,Qila Darhal,33.1532,74.3444,2304.9,15.23,4,Deciduous Broadleaf Forest
1,Jammu And Kashmir,12,Rajouri,6957,Moughla,33.2528,74.3282,2337.9,15.51,4,Deciduous Broadleaf Forest
1,Jammu And Kashmir,12,Rajouri,6958,Seri,33.1915,74.4078,2326.0,15.34,4,Deciduous Broadleaf Forest
1,Jammu And Kashmir,12,Rajouri,6959,Dhangri,33.2892,74.4273,2362.5,15.61,4,Deciduous Broadleaf Forest
1,Jammu And Kashmir,12,Rajouri,6960,Siot,33.161,74.4568,2321.2,15.25,4,Deciduous Broadleaf Forest
1,Jammu And Kashmir,12,Rajouri,6961,Lamberi,33.3168,74.3117,2358.3,15.69,4,Deciduous Broadleaf Forest
1,Jammu And Kashmir,12,Rajouri,6962,Planger,33.2042,74.3482,2323.3,15.37,4,Deciduous Broadleaf Forest
1,Jammu And Kashmir,13,Srinagar,122,Srinagar,33.9902,74.8361,2656.9,17.57,4,Deciduous Broadleaf Forest
1,Jammu And Kashmir,13,Srinagar,6875,Harwan Rural Area Dara,34.1787,74.8361,2722.9,18.1,4,Deciduous Broadleaf Forest
1,Jammu And Kashmir,13,Srinagar,6876,Khanmoh,34.1691,74.6583,2698.2,18.07,4,Deciduous Broadleaf Forest
1,Jammu And Kashmir,13,Srinagar,7086,Eidgah,34.0844,74.8644,2693.3,17.84,4,Deciduous Broadleaf Forest
1,Jammu And Kashmir,13,Srinagar,7087,Qamarwari,34.0526,74.7463,2668.0,17.75,4,Deciduous Broadleaf Forest
1,Jammu And Kashmir,14,Udhampur,124,Chenani,32.9556,75.2385,2343.1,14.68,4,Deciduous Broadleaf Forest
1,Jammu And Kashmir,14,Udhampur,125,Dudu,33.0169,75.2553,2366.6,14.85,4,Deciduous Broadleaf Forest
1,Jammu And Kashmir,14,Udhampur,126,Ghordi,32.9682,75.1571,2337.7,14.71,4,Deciduous Broadleaf Forest
1,Jammu And Kashmir,14,Udhampur,129,Majalta,32.9463,74.9596,2306.4,14.65,4,Deciduous Broadleaf Forest
1,Jammu And Kashmir,14,Udhampur,130,Panchari,32.8048,75.0249,2264.7,14.25,4,Deciduous Broadleaf Forest
1,Jammu And Kashmir,14,Udhampur,132,Ramnagar,32.8211,75.1393,2284.1,14.3,4,Deciduous Broadleaf Forest
1,Jammu And Kashmir,14,Udhampur,134,Udhampur,32.884,75.2385,2318.0,14.48,4,Deciduous Broadleaf Forest
1,Jammu And Kashmir,14,Udhampur,6924,Jaganoo,33.0185,75.1393,2353.2,14.85,4,Deciduous Broadleaf Forest
1,Jammu And Kashmir,14,Udhampur,6925,Khoon,33.0584,75.0814,2360.2,14.96,4,Deciduous Broadleaf Forest
1,Jammu And Kashmir,14,Udhampur,6926,Kulwanta,32.9629,75.0896,2327.8,14.7,4,Deciduous Broadleaf Forest
1,Jammu And Kashmir,14,Udhampur,6927,Latti,32.9719,75.028,2323.5,14.72,4,Deciduous Broadleaf Forest
1,Jammu And Kashmir,14,Udhampur,6928,Moungri,32.9098,75.0651,2306.2,14.55,4,Deciduous Broadleaf Forest
1,Jammu And Kashmir,14,Udhampur,6929,Narsoo,32.8676,75.028,2287.0,14.43,4,Deciduous Broadleaf Forest
1,Jammu And Kashmir,14,Udhampur,6930,Chanunta Dalsar,32.9198,75.1928,2325.1,14.58,4,Deciduous Broadleaf Forest
1,Jammu And Kashmir,14,Udhampur,6931,Parli Dhar,32.8678,75.1108,2297.0,14.43,4,Deciduous Broadleaf Forest
1,Jammu And Kashmir,14,Udhampur,6932,Sewna,32.7907,75.205,2281.3,14.21,4,Deciduous Broadleaf Forest
1,Jammu And Kashmir,14,Udhampur,6933,Tikri,32.8834,75.176,2310.3,14.47,4,Deciduous Broadleaf Forest
1,Jammu And Kashmir,620,Kishtwar,42,Dachhan,33.3623,75.8701,2561.2,15.81,4,Deciduous Broadleaf Forest
1,Jammu And Kashmir,620,Kishtwar,44,Drabshalla,33.4349,75.8631,2585.8,16.02,4,Deciduous Broadleaf Forest
1,Jammu And Kashmir,620,Kishtwar,46,Inderwal,33.3699,75.7729,2552.2,15.84,4,Deciduous Broadleaf Forest
1,Jammu And Kashmir,620,Kishtwar,47,Kishtwar,33.4089,75.7231,2559.9,15.94,4,Deciduous Broadleaf Forest
1,Jammu And Kashmir,620,Kishtwar,49,Marwah,33.4118,75.636,2550.4,15.95,4,Deciduous Broadleaf Forest
1,Jammu And Kashmir,620,Kishtwar,50,Nagseni,33.2925,75.65,2510.4,15.62,4,Deciduous Broadleaf Forest
1,Jammu And Kashmir,620,Kishtwar,51,Padder,33.2207,75.636,2483.6,15.42,4,Deciduous Broadleaf Forest
